betId,marketId,matchName,playerName,side,odds,stake,liability,action,reason,placedAt,settledAt,pnl,dryRun,estimatedWinPnL,estimatedLossPnL
DRY-1778778359278-254,1.258167790,Susan Bandecchi v Jessica Bouzas Maneiro,Susan Bandecchi,BACK,2.88,2,2,BET_PLACED,"Strat7: set 2 complete 6-3 (fav @ 1.18 pre-match), back playerA @ 2.88",2026-05-14T17:05:59.278Z,,,true,3.76,-2
DRY-1778778359278-254,1.258167790,Susan Bandecchi v Jessica Bouzas Maneiro,Susan Bandecchi,BACK,2.88,2,2,DRY_LOSS,Match finished — lost,2026-05-14T17:05:59.278Z,2026-05-14T17:52:09.550Z,-2,true,3.76,-2
DRY-1778792902207-6611,1.258172975,Iga Swiatek v Elina Svitolina,Iga Swiatek,BACK,2.1,2,2,BET_PLACED,"Strat2: set 1 complete 4-6 (fav @ 1.31 pre-match), back playerA @ 2.1",2026-05-14T21:08:22.208Z,,,true,2.2,-2
DRY-1778792902249-3875,1.258172975,Iga Swiatek v Elina Svitolina,Iga Swiatek,BACK,2.1,2,2,BET_PLACED,"Strat2h: set 1 complete 4-6 (fav @ 1.31 pre-match), back playerA @ 2.1",2026-05-14T21:08:22.250Z,,,true,2.2,-2
DRY-1778792902249-3875,1.258172975,Iga Swiatek v Elina Svitolina,Iga Swiatek,BACK,2.1,2,2,TRADE_OUT,Set 2 result hedge,2026-05-14T21:08:22.250Z,2026-05-14T21:47:52.388Z,1.09,true,2.2,-2
DRY-1778795272481-1730,1.258172975,Iga Swiatek v Elina Svitolina,Iga Swiatek,BACK,1.36,2,2,BET_PLACED,"Strat12: set 2 complete 6-2 (fav @ 4.20 pre-match), back playerA @ 1.36",2026-05-14T21:47:52.482Z,,,true,0.72,-2
DRY-1778792902207-6611,1.258172975,Iga Swiatek v Elina Svitolina,Iga Swiatek,BACK,2.1,2,2,DRY_LOSS,Match finished — lost,2026-05-14T21:08:22.208Z,2026-05-14T22:34:22.655Z,-2,true,2.2,-2
DRY-1778795272481-1730,1.258172975,Iga Swiatek v Elina Svitolina,Iga Swiatek,BACK,1.36,2,2,DRY_LOSS,Match finished — lost,2026-05-14T21:47:52.482Z,2026-05-14T22:34:22.658Z,-2,true,0.72,-2
DRY-1778836676729-1007,1.258169850,Arthur Rinderknech v Martin Damm Jr,Arthur Rinderknech,BACK,3.1,2,2,BET_PLACED,"Strat9: set 1 complete 4-6 (fav @ 1.47 pre-match), back playerA @ 3.1",2026-05-15T09:17:56.730Z,,,true,4.2,-2
DRY-1778836931764-4086,1.258169850,Arthur Rinderknech v Martin Damm Jr,Arthur Rinderknech,BACK,2.82,2,2,BET_PLACED,"Strat2: set 1 complete 4-6 (fav @ 1.47 pre-match), back playerA @ 2.82",2026-05-15T09:22:11.764Z,,,true,3.64,-2
DRY-1778836931799-9412,1.258169850,Arthur Rinderknech v Martin Damm Jr,Arthur Rinderknech,BACK,2.82,2,2,BET_PLACED,"Strat2h: set 1 complete 4-6 (fav @ 1.47 pre-match), back playerA @ 2.82",2026-05-15T09:22:11.799Z,,,true,3.64,-2
DRY-1778838646942-9060,1.258190255,Katie Volynets v Yuliia Starodubtseva,Katie Volynets,BACK,3.3,2,2,BET_PLACED,"Strat9: set 1 complete 5-7 (fav @ 2.18 pre-match), back playerA @ 3.3",2026-05-15T09:50:46.942Z,,,true,4.6,-2
DRY-1778838731960-6114,1.258200921,Alejandro Tabilo v Dusan Lajovic,Alejandro Tabilo,BACK,2.56,2,2,BET_PLACED,"Strat2: set 1 complete 4-6 (fav @ 1.28 pre-match), back playerA @ 2.56",2026-05-15T09:52:11.960Z,,,true,3.12,-2
DRY-1778838731994-7797,1.258200921,Alejandro Tabilo v Dusan Lajovic,Alejandro Tabilo,BACK,2.56,2,2,BET_PLACED,"Strat2h: set 1 complete 4-6 (fav @ 1.28 pre-match), back playerA @ 2.56",2026-05-15T09:52:11.995Z,,,true,3.12,-2
DRY-1778836676729-1007,1.258169850,Arthur Rinderknech v Martin Damm Jr,Arthur Rinderknech,BACK,3.1,2,2,DRY_LOSS,Match finished — lost,2026-05-15T09:17:56.730Z,2026-05-15T10:36:37.248Z,-2,true,4.2,-2
DRY-1778836931764-4086,1.258169850,Arthur Rinderknech v Martin Damm Jr,Arthur Rinderknech,BACK,2.82,2,2,DRY_LOSS,Match finished — lost,2026-05-15T09:22:11.764Z,2026-05-15T10:36:37.249Z,-2,true,3.64,-2
DRY-1778836931799-9412,1.258169850,Arthur Rinderknech v Martin Damm Jr,Arthur Rinderknech,BACK,2.82,2,2,DRY_LOSS,Match finished — lost,2026-05-15T09:22:11.799Z,2026-05-15T10:36:37.249Z,-2,true,3.64,-2
DRY-1778841467256-8778,1.258190255,Katie Volynets v Yuliia Starodubtseva,Katie Volynets,BACK,1.55,2,2,BET_PLACED,"Strat7: set 2 complete 6-2 (fav @ 1.62 pre-match), back playerA @ 1.55",2026-05-15T10:37:47.257Z,,,true,1.1,-2
DRY-1778841467302-3635,1.258190255,Katie Volynets v Yuliia Starodubtseva,Katie Volynets,BACK,1.55,2,2,BET_PLACED,"Strat11: set 2 complete 6-2 (fav @ 1.62 pre-match), back playerA @ 1.55",2026-05-15T10:37:47.302Z,,,true,1.1,-2
DRY-1778842292345-9768,1.258200921,Alejandro Tabilo v Dusan Lajovic,Alejandro Tabilo,BACK,1.53,2,2,BET_PLACED,"Strat7: set 2 complete 7-5 (fav @ 3.70 pre-match), back playerA @ 1.53",2026-05-15T10:51:32.346Z,,,true,1.06,-2
DRY-1778842292391-8319,1.258200921,Alejandro Tabilo v Dusan Lajovic,Alejandro Tabilo,BACK,1.53,2,2,BET_PLACED,"Strat11: set 2 complete 7-5 (fav @ 3.70 pre-match), back playerA @ 1.53",2026-05-15T10:51:32.391Z,,,true,1.06,-2
DRY-1778842292460-1253,1.258200921,Alejandro Tabilo v Dusan Lajovic,Alejandro Tabilo,BACK,1.53,2,2,BET_PLACED,"Strat12: set 2 complete 7-5 (fav @ 3.70 pre-match), back playerA @ 1.53",2026-05-15T10:51:32.461Z,,,true,1.06,-2
DRY-1778838731994-7797,1.258200921,Alejandro Tabilo v Dusan Lajovic,Alejandro Tabilo,BACK,2.56,2,2,TRADE_OUT,Set 2 result hedge,2026-05-15T09:52:11.995Z,2026-05-15T10:51:37.343Z,1.35,true,3.12,-2
DRY-1778838646942-9060,1.258190255,Katie Volynets v Yuliia Starodubtseva,Katie Volynets,BACK,3.3,2,2,DRY_LOSS,Match finished — lost,2026-05-15T09:50:46.942Z,2026-05-15T11:18:57.503Z,-2,true,4.6,-2
DRY-1778841467256-8778,1.258190255,Katie Volynets v Yuliia Starodubtseva,Katie Volynets,BACK,1.55,2,2,DRY_LOSS,Match finished — lost,2026-05-15T10:37:47.257Z,2026-05-15T11:18:57.504Z,-2,true,1.1,-2
DRY-1778841467302-3635,1.258190255,Katie Volynets v Yuliia Starodubtseva,Katie Volynets,BACK,1.55,2,2,DRY_LOSS,Match finished — lost,2026-05-15T10:37:47.302Z,2026-05-15T11:18:57.505Z,-2,true,1.1,-2
DRY-1778838731960-6114,1.258200921,Alejandro Tabilo v Dusan Lajovic,Alejandro Tabilo,BACK,2.56,2,2,DRY_WIN,Match finished — won,2026-05-15T09:52:11.960Z,2026-05-15T11:36:12.599Z,3.12,true,3.12,-2
DRY-1778842292345-9768,1.258200921,Alejandro Tabilo v Dusan Lajovic,Alejandro Tabilo,BACK,1.53,2,2,DRY_WIN,Match finished — won,2026-05-15T10:51:32.346Z,2026-05-15T11:36:12.601Z,1.06,true,1.06,-2
DRY-1778842292391-8319,1.258200921,Alejandro Tabilo v Dusan Lajovic,Alejandro Tabilo,BACK,1.53,2,2,DRY_WIN,Match finished — won,2026-05-15T10:51:32.391Z,2026-05-15T11:36:12.602Z,1.06,true,1.06,-2
DRY-1778842292460-1253,1.258200921,Alejandro Tabilo v Dusan Lajovic,Alejandro Tabilo,BACK,1.53,2,2,DRY_WIN,Match finished — won,2026-05-15T10:51:32.461Z,2026-05-15T11:36:12.602Z,1.06,true,1.06,-2
DRY-1778845087610-4565,1.258193310,Kimmer Coppejans v Dali Blanch,Kimmer Coppejans,BACK,1.87,2,2,BET_PLACED,"Strat7: set 2 complete 7-5 (fav @ 2.54 pre-match), back playerA @ 1.87",2026-05-15T11:38:07.610Z,,,true,1.74,-2
DRY-1778845087651-6574,1.258193310,Kimmer Coppejans v Dali Blanch,Kimmer Coppejans,BACK,1.87,2,2,BET_PLACED,"Strat12: set 2 complete 7-5 (fav @ 2.54 pre-match), back playerA @ 1.87",2026-05-15T11:38:07.651Z,,,true,1.74,-2
DRY-1778845087610-4565,1.258193310,Kimmer Coppejans v Dali Blanch,Kimmer Coppejans,BACK,1.87,2,2,DRY_LOSS,Match finished — lost,2026-05-15T11:38:07.610Z,2026-05-15T12:32:28.001Z,-2,true,1.74,-2
DRY-1778845087651-6574,1.258193310,Kimmer Coppejans v Dali Blanch,Kimmer Coppejans,BACK,1.87,2,2,DRY_LOSS,Match finished — lost,2026-05-15T11:38:07.651Z,2026-05-15T12:32:28.003Z,-2,true,1.74,-2
DRY-1778848908053-1116,1.258204649,Jaime Faria v Emilio Nava,Jaime Faria,BACK,1.78,2,2,BET_PLACED,"Strat7: set 2 complete 7-6 (fav @ 1.85 pre-match), back playerA @ 1.78",2026-05-15T12:41:48.054Z,,,true,1.56,-2
DRY-1778848908094-206,1.258204649,Jaime Faria v Emilio Nava,Jaime Faria,BACK,1.78,2,2,BET_PLACED,"Strat11: set 2 complete 7-6 (fav @ 1.85 pre-match), back playerA @ 1.78",2026-05-15T12:41:48.095Z,,,true,1.56,-2
DRY-1778848908129-4540,1.258204649,Jaime Faria v Emilio Nava,Jaime Faria,BACK,1.78,2,2,BET_PLACED,"Strat12: set 2 complete 7-6 (fav @ 1.85 pre-match), back playerA @ 1.78",2026-05-15T12:41:48.130Z,,,true,1.56,-2
DRY-1778851708385-3388,1.258198852,Camila Osorio v Barbora Krejcikova,Camila Osorio,BACK,5.6,2,2,BET_PLACED,"Strat9: set 1 complete 2-6 (fav @ 2.12 pre-match), back playerA @ 5.6",2026-05-15T13:28:28.385Z,,,true,9.2,-2
DRY-1778848908053-1116,1.258204649,Jaime Faria v Emilio Nava,Jaime Faria,BACK,1.78,2,2,DRY_LOSS,Match finished — lost,2026-05-15T12:41:48.054Z,2026-05-15T13:31:03.404Z,-2,true,1.56,-2
DRY-1778848908094-206,1.258204649,Jaime Faria v Emilio Nava,Jaime Faria,BACK,1.78,2,2,DRY_LOSS,Match finished — lost,2026-05-15T12:41:48.095Z,2026-05-15T13:31:03.405Z,-2,true,1.56,-2
DRY-1778848908129-4540,1.258204649,Jaime Faria v Emilio Nava,Jaime Faria,BACK,1.78,2,2,DRY_LOSS,Match finished — lost,2026-05-15T12:41:48.130Z,2026-05-15T13:31:03.405Z,-2,true,1.56,-2
DRY-1778854063634-7198,1.258198852,Camila Osorio v Barbora Krejcikova,Camila Osorio,BACK,1.97,2,2,BET_PLACED,"Strat7: set 2 complete 6-1 (fav @ 1.89 pre-match), back playerA @ 1.97",2026-05-15T14:07:43.635Z,,,true,1.94,-2
DRY-1778854063677-6427,1.258198852,Camila Osorio v Barbora Krejcikova,Camila Osorio,BACK,1.97,2,2,BET_PLACED,"Strat11: set 2 complete 6-1 (fav @ 1.89 pre-match), back playerA @ 1.97",2026-05-15T14:07:43.677Z,,,true,1.94,-2
DRY-1778855428794-4368,1.258198987,Alina Charaeva v Aliaksandra Sasnovich,Alina Charaeva,LAY,1.26,2,0.52,BET_PLACED,"Strat1h: set 1 complete 6-4 (fav @ 1.85 pre-match), lay playerA @ 1.26",2026-05-15T14:30:28.795Z,,,true,2,-0.52
DRY-1778855428794-4368,1.258198987,Alina Charaeva v Aliaksandra Sasnovich,Alina Charaeva,LAY,1.26,2,0.52,DRY_LOSS,Match finished — lost,2026-05-15T14:30:28.795Z,2026-05-15T14:44:33.875Z,-0.52,true,2,-0.52
DRY-1778851708385-3388,1.258198852,Camila Osorio v Barbora Krejcikova,Camila Osorio,BACK,5.6,2,2,DRY_LOSS,Match finished — lost,2026-05-15T13:28:28.385Z,2026-05-15T15:12:14.052Z,-2,true,9.2,-2
DRY-1778854063634-7198,1.258198852,Camila Osorio v Barbora Krejcikova,Camila Osorio,BACK,1.97,2,2,DRY_LOSS,Match finished — lost,2026-05-15T14:07:43.635Z,2026-05-15T15:12:14.053Z,-2,true,1.94,-2
DRY-1778854063677-6427,1.258198852,Camila Osorio v Barbora Krejcikova,Camila Osorio,BACK,1.97,2,2,DRY_LOSS,Match finished — lost,2026-05-15T14:07:43.677Z,2026-05-15T15:12:14.054Z,-2,true,1.94,-2
DRY-1778923195806-2990,1.258207552,Dayana Yastremska v Jessica Bouzas Maneiro,Dayana Yastremska,LAY,1.36,2,0.72,BET_PLACED,"Strat1h: set 1 complete 7-6 (fav @ 1.98 pre-match), lay playerA @ 1.36",2026-05-16T09:19:55.806Z,,,true,2,-0.72
DRY-1778923195806-2990,1.258207552,Dayana Yastremska v Jessica Bouzas Maneiro,Dayana Yastremska,LAY,1.36,2,0.72,DRY_LOSS,Match finished — lost,2026-05-16T09:19:55.806Z,2026-05-16T09:42:05.960Z,-0.72,true,2,-0.72
DRY-1778924871002-7989,1.258238727,Mccartney Kessler v Renata Zarazua,Mccartney Kessler,LAY,1.28,2,0.56,BET_PLACED,"Strat1h: set 1 complete 7-5 (fav @ 2.04 pre-match), lay playerA @ 1.28",2026-05-16T09:47:51.003Z,,,true,2,-0.56
DRY-1778924871002-7989,1.258238727,Mccartney Kessler v Renata Zarazua,Mccartney Kessler,LAY,1.28,2,0.56,DRY_LOSS,Match finished — lost,2026-05-16T09:47:51.003Z,2026-05-16T10:15:06.184Z,-0.56,true,2,-0.56
DRY-1778927386266-2196,1.258207552,Dayana Yastremska v Jessica Bouzas Maneiro,Jessica Bouzas Maneiro,BACK,2.12,2,2,BET_PLACED,"Strat5: set 2 complete 6-7 (fav @ 1.86 pre-match), back playerB @ 2.12",2026-05-16T10:29:46.266Z,,,true,2.24,-2
DRY-1778929586507-2320,1.258244910,James Duckworth v Miguel Damas,James Duckworth,BACK,1.74,2,2,BET_PLACED,"Strat7: set 2 complete 7-5 (fav @ 2.38 pre-match), back playerA @ 1.74",2026-05-16T11:06:26.507Z,,,true,1.48,-2
DRY-1778929586543-2125,1.258244910,James Duckworth v Miguel Damas,James Duckworth,BACK,1.74,2,2,BET_PLACED,"Strat12: set 2 complete 7-5 (fav @ 2.38 pre-match), back playerA @ 1.74",2026-05-16T11:06:26.543Z,,,true,1.48,-2
DRY-1778929601505-6179,1.258244910,James Duckworth v Miguel Damas,James Duckworth,BACK,1.74,2,2,BET_PLACED,"Strat11: set 2 complete 7-5 (fav @ 2.38 pre-match), back playerA @ 1.74",2026-05-16T11:06:41.505Z,,,true,1.48,-2
DRY-1778927386266-2196,1.258207552,Dayana Yastremska v Jessica Bouzas Maneiro,Jessica Bouzas Maneiro,BACK,2.12,2,2,DRY_LOSS,Match finished — lost,2026-05-16T10:29:46.266Z,2026-05-16T11:37:46.687Z,-2,true,2.24,-2
DRY-1778936162204-8770,1.258238630,Elsa Jacquemot v Anastasia Zakharova,Anastasia Zakharova,BACK,2.2,2,2,BET_PLACED,"Strat4: set 1 complete 6-4 (fav @ 1.31 pre-match), back playerB @ 2.2",2026-05-16T12:56:02.204Z,,,true,2.4,-2
DRY-1778936162268-6577,1.258238630,Elsa Jacquemot v Anastasia Zakharova,Anastasia Zakharova,BACK,2.2,2,2,BET_PLACED,"Strat4h: set 1 complete 6-4 (fav @ 1.31 pre-match), back playerB @ 2.2",2026-05-16T12:56:02.268Z,,,true,2.4,-2
DRY-1778936162337-8052,1.258238630,Elsa Jacquemot v Anastasia Zakharova,Elsa Jacquemot,BACK,1.68,2,2,BET_PLACED,"Strat8: set 1 complete 6-4 (fav @ 1.31 pre-match), back playerA @ 1.68",2026-05-16T12:56:02.338Z,,,true,1.36,-2
DRY-1778929586507-2320,1.258244910,James Duckworth v Miguel Damas,James Duckworth,BACK,1.74,2,2,DRY_WIN,Match finished — won,2026-05-16T11:06:26.507Z,2026-05-16T13:25:42.392Z,1.48,true,1.48,-2
DRY-1778929586543-2125,1.258244910,James Duckworth v Miguel Damas,James Duckworth,BACK,1.74,2,2,DRY_WIN,Match finished — won,2026-05-16T11:06:26.543Z,2026-05-16T13:25:42.393Z,1.48,true,1.48,-2
DRY-1778929601505-6179,1.258244910,James Duckworth v Miguel Damas,James Duckworth,BACK,1.74,2,2,DRY_WIN,Match finished — won,2026-05-16T11:06:41.505Z,2026-05-16T13:25:42.394Z,1.48,true,1.48,-2
DRY-1778936162268-6577,1.258238630,Elsa Jacquemot v Anastasia Zakharova,Anastasia Zakharova,BACK,2.2,2,2,TRADE_OUT,Set 2 result hedge,2026-05-16T12:56:02.268Z,2026-05-16T13:36:37.464Z,0.62,true,2.4,-2
DRY-1778940737691-3913,1.258236411,Madison Keys v Yuliia Starodubtseva,Madison Keys,BACK,1.56,2,2,BET_PLACED,"Strat7: set 2 complete 6-2 (fav @ 2.86 pre-match), back playerA @ 1.61",2026-05-16T14:12:17.691Z,,,true,1.12,-2
DRY-1778940737850-5266,1.258236411,Madison Keys v Yuliia Starodubtseva,Madison Keys,BACK,1.56,2,2,BET_PLACED,"Strat11: set 2 complete 6-2 (fav @ 2.86 pre-match), back playerA @ 1.61",2026-05-16T14:12:17.850Z,,,true,1.12,-2
DRY-1778940737954-7377,1.258236411,Madison Keys v Yuliia Starodubtseva,Madison Keys,BACK,1.56,2,2,BET_PLACED,"Strat12: set 2 complete 6-2 (fav @ 2.86 pre-match), back playerA @ 1.61",2026-05-16T14:12:17.955Z,,,true,1.12,-2
DRY-1778936162204-8770,1.258238630,Elsa Jacquemot v Anastasia Zakharova,Anastasia Zakharova,BACK,2.2,2,2,DRY_WIN,Match finished — won,2026-05-16T12:56:02.204Z,2026-05-16T14:16:42.720Z,2.4,true,2.4,-2
DRY-1778936162337-8052,1.258238630,Elsa Jacquemot v Anastasia Zakharova,Elsa Jacquemot,BACK,1.68,2,2,DRY_LOSS,Match finished — lost,2026-05-16T12:56:02.338Z,2026-05-16T14:16:42.721Z,-2,true,1.36,-2
DRY-1778942462876-8229,1.258243797,Aleksandar Kovacevic v Zhizhen Zhang,Aleksandar Kovacevic,BACK,4.3,2,2,BET_PLACED,"Strat9: set 1 complete 6-7 (fav @ 2.98 pre-match), back playerA @ 4.3",2026-05-16T14:41:02.876Z,,,true,6.6,-2
DRY-1778940737691-3913,1.258236411,Madison Keys v Yuliia Starodubtseva,Madison Keys,BACK,1.56,2,2,DRY_WIN,Match finished — won,2026-05-16T14:12:17.691Z,2026-05-16T15:00:18.006Z,1.12,true,1.12,-2
DRY-1778940737850-5266,1.258236411,Madison Keys v Yuliia Starodubtseva,Madison Keys,BACK,1.56,2,2,DRY_WIN,Match finished — won,2026-05-16T14:12:17.850Z,2026-05-16T15:00:18.008Z,1.12,true,1.12,-2
DRY-1778940737954-7377,1.258236411,Madison Keys v Yuliia Starodubtseva,Madison Keys,BACK,1.56,2,2,DRY_WIN,Match finished — won,2026-05-16T14:12:17.955Z,2026-05-16T15:00:18.009Z,1.12,true,1.12,-2
DRY-1778945353193-3047,1.258243797,Aleksandar Kovacevic v Zhizhen Zhang,Aleksandar Kovacevic,BACK,1.88,2,2,BET_PLACED,"Strat7: set 2 complete 7-5 (fav @ 1.50 pre-match), back playerA @ 1.88",2026-05-16T15:29:13.193Z,,,true,1.76,-2
DRY-1778945353273-5967,1.258243797,Aleksandar Kovacevic v Zhizhen Zhang,Aleksandar Kovacevic,BACK,1.88,2,2,BET_PLACED,"Strat11: set 2 complete 7-5 (fav @ 1.50 pre-match), back playerA @ 1.88",2026-05-16T15:29:13.273Z,,,true,1.76,-2
DRY-1778947598419-516,1.258233952,Alejandro Tabilo v Miomir Kecmanovic,Alejandro Tabilo,BACK,3.45,2,2,BET_PLACED,"Strat9: set 1 complete 6-7 (fav @ 1.70 pre-match), back playerA @ 3.45",2026-05-16T16:06:38.420Z,,,true,4.9,-2
DRY-1778942462876-8229,1.258243797,Aleksandar Kovacevic v Zhizhen Zhang,Aleksandar Kovacevic,BACK,4.3,2,2,DRY_WIN,Match finished — won,2026-05-16T14:41:02.876Z,2026-05-16T16:09:03.432Z,6.6,true,6.6,-2
DRY-1778945353193-3047,1.258243797,Aleksandar Kovacevic v Zhizhen Zhang,Aleksandar Kovacevic,BACK,1.88,2,2,DRY_WIN,Match finished — won,2026-05-16T15:29:13.193Z,2026-05-16T16:09:03.433Z,1.76,true,1.76,-2
DRY-1778945353273-5967,1.258243797,Aleksandar Kovacevic v Zhizhen Zhang,Aleksandar Kovacevic,BACK,1.88,2,2,DRY_WIN,Match finished — won,2026-05-16T15:29:13.273Z,2026-05-16T16:09:03.433Z,1.76,true,1.76,-2
DRY-1778948578529-7163,1.258236589,Diane Parry v Alina Charaeva,Alina Charaeva,BACK,2.04,2,2,BET_PLACED,"Strat4: set 1 complete 7-6 (fav @ 1.51 pre-match), back playerB @ 2.04",2026-05-16T16:22:58.529Z,,,true,2.08,-2
DRY-1778948578575-9939,1.258236589,Diane Parry v Alina Charaeva,Alina Charaeva,BACK,2.04,2,2,BET_PLACED,"Strat4h: set 1 complete 7-6 (fav @ 1.51 pre-match), back playerB @ 2.04",2026-05-16T16:22:58.575Z,,,true,2.08,-2
DRY-1778948578647-1300,1.258236589,Diane Parry v Alina Charaeva,Diane Parry,BACK,1.94,2,2,BET_PLACED,"Strat8: set 1 complete 7-6 (fav @ 1.51 pre-match), back playerA @ 1.94",2026-05-16T16:22:58.647Z,,,true,1.88,-2
DRY-1778947598419-516,1.258233952,Alejandro Tabilo v Miomir Kecmanovic,Alejandro Tabilo,BACK,3.45,2,2,DRY_LOSS,Match finished — lost,2026-05-16T16:06:38.420Z,2026-05-16T16:24:18.537Z,-2,true,4.9,-2
DRY-1778951378849-3083,1.258212606,Coco Gauff v Elina Svitolina,Coco Gauff,BACK,3.05,2,2,BET_PLACED,"Strat9: set 1 complete 4-6 (fav @ 1.61 pre-match), back playerA @ 3.05",2026-05-16T17:09:38.849Z,,,true,4.1,-2
DRY-1778948578529-7163,1.258236589,Diane Parry v Alina Charaeva,Alina Charaeva,BACK,2.04,2,2,DRY_LOSS,Match finished — lost,2026-05-16T16:22:58.529Z,2026-05-16T17:50:45.588Z,-2,true,2.08,-2
DRY-1778948578575-9939,1.258236589,Diane Parry v Alina Charaeva,Alina Charaeva,BACK,2.04,2,2,DRY_LOSS,Match finished — lost,2026-05-16T16:22:58.575Z,2026-05-16T17:50:45.589Z,-2,true,2.08,-2
DRY-1778948578647-1300,1.258236589,Diane Parry v Alina Charaeva,Diane Parry,BACK,1.94,2,2,DRY_WIN,Match finished — won,2026-05-16T16:22:58.647Z,2026-05-16T17:50:45.590Z,1.88,true,1.88,-2
DRY-1778955485306-6733,1.258212606,Coco Gauff v Elina Svitolina,Coco Gauff,BACK,1.56,2,2,BET_PLACED,"Strat7: set 2 complete 7-6 (fav @ 2.52 pre-match), back playerA @ 2.2",2026-05-16T18:18:05.306Z,,,true,1.12,-2
DRY-1778955485349-170,1.258212606,Coco Gauff v Elina Svitolina,Coco Gauff,BACK,1.56,2,2,BET_PLACED,"Strat12: set 2 complete 7-6 (fav @ 2.52 pre-match), back playerA @ 2.2",2026-05-16T18:18:05.350Z,,,true,1.12,-2
DRY-1778951378849-3083,1.258212606,Coco Gauff v Elina Svitolina,Coco Gauff,BACK,3.05,2,2,DRY_LOSS,Match finished — lost,2026-05-16T17:09:38.849Z,2026-05-16T18:56:55.539Z,-2,true,4.1,-2
DRY-1778955485306-6733,1.258212606,Coco Gauff v Elina Svitolina,Coco Gauff,BACK,1.56,2,2,DRY_LOSS,Match finished — lost,2026-05-16T18:18:05.306Z,2026-05-16T18:56:55.539Z,-2,true,1.12,-2
DRY-1778955485349-170,1.258212606,Coco Gauff v Elina Svitolina,Coco Gauff,BACK,1.56,2,2,DRY_LOSS,Match finished — lost,2026-05-16T18:18:05.350Z,2026-05-16T18:56:55.540Z,-2,true,1.12,-2
DRY-1778959105674-952,1.258240074,Adolfo Daniel Vallejo v Jaume Munar,Adolfo Daniel Vallejo,BACK,1.97,2,2,BET_PLACED,"Strat7: set 2 complete 7-6 (fav @ 1.66 pre-match), back playerA @ 1.97",2026-05-16T19:18:25.674Z,,,true,1.94,-2
DRY-1778959105674-952,1.258240074,Adolfo Daniel Vallejo v Jaume Munar,Adolfo Daniel Vallejo,BACK,1.97,2,2,DRY_WIN,Match finished — won,2026-05-16T19:18:25.674Z,2026-05-16T20:26:26.062Z,1.94,true,1.94,-2
DRY-1779008140176-7482,1.258207488,Jan Choinski v Arthur Fery,Jan Choinski,BACK,1.85,2,2,BET_PLACED,"Strat7: set 2 complete 7-6 (fav @ 2.78 pre-match), back playerA @ 1.85",2026-05-17T08:55:40.176Z,,,true,1.7,-2
DRY-1779008140224-5217,1.258207488,Jan Choinski v Arthur Fery,Jan Choinski,BACK,1.85,2,2,BET_PLACED,"Strat12: set 2 complete 7-6 (fav @ 2.78 pre-match), back playerA @ 1.85",2026-05-17T08:55:40.224Z,,,true,1.7,-2
DRY-1779008140176-7482,1.258207488,Jan Choinski v Arthur Fery,Jan Choinski,BACK,1.85,2,2,DRY_WIN,Match finished — won,2026-05-17T08:55:40.176Z,2026-05-17T09:21:35.316Z,1.7,true,1.7,-2
DRY-1779008140224-5217,1.258207488,Jan Choinski v Arthur Fery,Jan Choinski,BACK,1.85,2,2,DRY_WIN,Match finished — won,2026-05-17T08:55:40.224Z,2026-05-17T09:21:35.318Z,1.7,true,1.7,-2
DRY-1779009985350-7219,1.258263091,Mccartney Kessler v Oksana Selekhmeteva,Mccartney Kessler,LAY,1.29,2,0.58,BET_PLACED,"Strat1h: set 1 complete 6-4 (fav @ 2.12 pre-match), lay playerA @ 1.29",2026-05-17T09:26:25.351Z,,,true,2,-0.58
DRY-1779009985350-7219,1.258263091,Mccartney Kessler v Oksana Selekhmeteva,Mccartney Kessler,LAY,1.29,2,0.58,DRY_LOSS,Match finished — lost,2026-05-17T09:26:25.351Z,2026-05-17T09:35:05.398Z,-0.58,true,2,-0.58
DRY-1779014705780-3355,1.258269682,Rinky Hijikata v Henri Squire,Rinky Hijikata,BACK,3.05,2,2,BET_PLACED,"Strat9: set 1 complete 6-7 (fav @ 1.67 pre-match), back playerA @ 3.05",2026-05-17T10:45:05.781Z,,,true,4.1,-2
DRY-1779017216813-1784,1.258264254,Maria Sakkari v Peyton Stearns,Maria Sakkari,BACK,3,2,2,BET_PLACED,"Strat9: set 1 complete 3-6 (fav @ 2.52 pre-match), back playerA @ 3",2026-05-17T11:26:56.813Z,,,true,4,-2
DRY-1779017216813-1784,1.258264254,Maria Sakkari v Peyton Stearns,Maria Sakkari,BACK,3,2,2,DRY_LOSS,Match finished — lost,2026-05-17T11:26:56.813Z,2026-05-17T11:47:06.973Z,-2,true,4,-2
DRY-1779020277128-9689,1.258269682,Rinky Hijikata v Henri Squire,Rinky Hijikata,BACK,2.04,2,2,BET_PLACED,"Strat7: set 2 complete 7-5 (fav @ 2.44 pre-match), back playerA @ 2.04",2026-05-17T12:17:57.128Z,,,true,2.08,-2
DRY-1779020277207-2624,1.258269682,Rinky Hijikata v Henri Squire,Rinky Hijikata,BACK,2.04,2,2,BET_PLACED,"Strat12: set 2 complete 7-5 (fav @ 2.44 pre-match), back playerA @ 2.04",2026-05-17T12:17:57.208Z,,,true,2.08,-2
DRY-1779014705780-3355,1.258269682,Rinky Hijikata v Henri Squire,Rinky Hijikata,BACK,3.05,2,2,DRY_WIN,Match finished — won,2026-05-17T10:45:05.781Z,2026-05-17T12:35:12.222Z,4.1,true,4.1,-2
