betId,marketId,matchName,playerName,side,odds,stake,liability,action,reason,placedAt,settledAt,pnl,dryRun
DRY-1774262473719-4080,,Eero Vasa v Oleksii Krutykh,Eero Vasa,BACK,2,2,2,DRY_LOSS,Manually settled - match finished,2026-03-23T10:41:13.719Z,2026-03-23T21:30:27.238Z,-2,true,,
DRY-1774263079586-152,,Eero Vasa v Oleksii Krutykh,Eero Vasa,BACK,2,2,2,DRY_LOSS,Manually settled - match finished,2026-03-23T10:51:19.586Z,2026-03-23T21:30:27.238Z,-2,true,,
DRY-1774263084596-2437,,Eero Vasa v Oleksii Krutykh,Eero Vasa,BACK,2,2,2,DRY_LOSS,Manually settled - match finished,2026-03-23T10:51:24.596Z,2026-03-23T21:30:27.238Z,-2,true,,
DRY-1774278266588-6505,,Leyre Romero Gormaz v Lina Gjorcheska,Lina Gjorcheska,BACK,4.8,2,2,DRY_LOSS,Manually settled - match finished,2026-03-23T15:04:26.589Z,2026-03-23T21:30:27.238Z,-2,true,,
DRY-1774283549464-5818,,Francisco Cerundolo v Daniil Medvedev,Daniil Medvedev,BACK,2.54,2,2,DRY_LOSS,Manually settled - match finished,2026-03-23T16:32:29.464Z,2026-03-23T21:30:27.238Z,-2,true,,
DRY-1774283554468-825,,Francisco Cerundolo v Daniil Medvedev,Daniil Medvedev,BACK,2.54,2,2,DRY_LOSS,Manually settled - match finished,2026-03-23T16:32:34.468Z,2026-03-23T21:30:27.238Z,-2,true,,
DRY-1774283559483-37,,Francisco Cerundolo v Daniil Medvedev,Daniil Medvedev,BACK,2.54,2,2,DRY_LOSS,Manually settled - match finished,2026-03-23T16:32:39.483Z,2026-03-23T21:30:27.238Z,-2,true,,
DRY-1774285567112-4465,,Felix Auger-Aliassime v Terence Atmane,Felix Auger-Aliassime,BACK,2.12,2,2,DRY_LOSS,Manually settled - match finished,2026-03-23T17:06:07.112Z,2026-03-23T21:30:27.238Z,-2,true,,
DRY-1774285572125-6928,,Felix Auger-Aliassime v Terence Atmane,Felix Auger-Aliassime,BACK,2.12,2,2,DRY_LOSS,Manually settled - match finished,2026-03-23T17:06:12.125Z,2026-03-23T21:30:27.238Z,-2,true,,
DRY-1774285582151-9111,,Felix Auger-Aliassime v Terence Atmane,Felix Auger-Aliassime,BACK,2.12,2,2,DRY_LOSS,Manually settled - match finished,2026-03-23T17:06:22.151Z,2026-03-23T21:30:27.238Z,-2,true,,
